code,ctp_eng,ctp_kor
4415031037,Sinyeong-ri,신영리
4415032021,Samgak-ri,삼각리
4415032022,Gwangmyeong-ri,광명리
4415032023,Jangseon-ri,장선리
4415032024,Anyeong-ri,안영리
4415032025,Deokji-ri,덕지리
4415032026,Hwajeong-ri,화정리
4415032027,Namsan-ri,남산리
4415032028,Gacheok-ri,가척리
4415032029,Jeongchi-ri,정치리
4415032030,Seong-ri,성리
4415032031,Songhak-ri,송학리
4415032032,Bun-gang-ri,분강리
4415032033,Yuha-ri,유하리
4415032034,Gukdong-ri,국동리
4415032035,Ungok-ri,운곡리
4415032036,Gyeondong-ri,견동리
4415032037,Daehak-ri,대학리
4415033021,Gisan-ri,기산리
4415033022,Woram-ri,월암리
4415033023,Bongmyeong-ri,봉명리
4415033024,Hwa-eun-ri,화은리
4415033025,Naeheung-ri,내흥리
4415033026,Guwang-ri,구왕리
4415033027,Jungjang-ri,중장리
4415033028,Hadae-ri,하대리
4415033029,Yanghwa-ri,양화리
4415033030,Gyeongcheon-ri,경천리
4415033031,Hwaheon-ri,화헌리
4415033032,Geumdae-ri,금대리
4415033033,Sangseong-ri,상성리
4415033034,Wolgok-ri,월곡리
4415033035,Jukgok-ri,죽곡리
4415033036,Hyangji-ri,향지리
4415033037,Yupyeong-ri,유평리
4415034021,Gongam-ri,공암리
4415034023,Songgok-ri,송곡리
4415034028,Maam-ri,마암리
4415034029,Bonggok-ri,봉곡리
4415034030,Sangsin-ri,상신리
4415034031,Hasin-ri,하신리
4415034032,Oncheon-ri,온천리
4415034033,Hakbong-ri,학봉리
4415036021,Wolgok-ri,월곡리
4415036022,Duman-ri,두만리
4415036023,Oin-ri,오인리
4415036024,Suchon-ri,수촌리
4415036025,Yuljeong-ri,율정리
4415036026,Cheongnyong-ri,청룡리
4415036027,Yugye-ri,유계리
4415036033,Gasan-ri,가산리
4415036034,Jungheung-ri,중흥리
4415036035,Dosin-ri,도신리
4415036036,Deokhak-ri,덕학리
4415036037,Yoryong-ri,요룡리
4415037021,Gwangjeong-ri,광정리
4415037022,Sangnyong-ri,상룡리
4415037023,Hwabong-ri,화봉리
4415037024,Pyeongjeong-ri,평정리
4415037025,Bukgye-ri,북계리
4415037026,Seoksong-ri,석송리
4415037027,Jeonpyeong-ri,전평리
4415037028,Ssangdal-ri,쌍달리
4415037029,Goseong-ri,고성리
4415037030,Ungung-ri,운궁리
4415037031,Jang-won-ri,장원리
4415037032,Bomul-ri,보물리
4415037033,Eomul-ri,어물리
4415037034,Naechon-ri,내촌리
4415037035,Sahyeon-ri,사현리
4415037036,Inpung-ri,인풍리
4415037037,Taeseong-ri,태성리
4415037038,Daesan-ri,대산리
4415037039,Wolsan-ri,월산리
4415037040,Muncheon-ri,문천리
4415037041,Naemun-ri,내문리
4415037042,Sanseong-ri,산성리
4415038021,Dongdae-ri,동대리
4415038022,Danji-ri,단지리
4415038023,Bangmun-ri,방문리
4415038024,Sangseo-ri,상서리
4415038025,Pyeongmok-ri,평목리
4415038026,Docheon-ri,도천리
4415038027,Sinung-ri,신웅리
4415038028,Naesan-ri,내산리
4415038029,Hancheon-ri,한천리
4415038030,Donggok-ri,동곡리
4415038031,Banchon-ri,반촌리
4415038032,Gwisan-ri,귀산리
4415038033,Mokcheon-ri,목천리
4415038034,Bangheung-ri,방흥리
4415038035,Boheung-ri,보흥리
4415038036,Daeseong-ri,대성리
4415038037,Anyang-ri,안양리
4415038038,Yongbong-ri,용봉리
4415038039,Bonghyeon-ri,봉현리
4415038040,Eocheon-ri,어천리
4415038041,Jukdang-ri,죽당리
4415038042,Odong-ri,오동리
4415038043,Okseong-ri,옥성리
4415039021,Hogye-ri,호계리
4415039022,Sinyeong-ri,신영리
4415039023,Hwawol-ri,화월리
4415039024,Gyesil-ri,계실리
4415039025,Haewol-ri,해월리
4415039026,Godang-ri,고당리
4415039027,Daejung-ri,대중리
4415039028,Gagyo-ri,가교리
4415039029,Unam-ri,운암리
4415039030,Hoehak-ri,회학리
4415039031,Wolga-ri,월가리
4415039032,Yuryong-ri,유룡리
4415039033,Bugok-ri,부곡리
4415040021,Sanjeong-ri,산정리
4415040022,Dong-won-ri,동원리
4415040023,Jopyeong-ri,조평리
4415040024,Bonggap-ri,봉갑리
4415040025,Yongsu-ri,용수리
4415040026,Ssangdae-ri,쌍대리
4415040027,Cheongheung-ri,청흥리
4415040028,Daeryong-ri,대룡리
4415040029,Ipdong-ri,입동리
4415040030,Baengnyong-ri,백룡리
4415040031,Seonhak-ri,선학리
4415040032,Yeongjeong-ri,영정리
4415040033,Pyeongso-ri,평소리
4415040034,Hwaheung-ri,화흥리
4418025021,Daechang-ri,대창리
4418025022,Pyeong-ri,평리
4418025023,Subu-ri,수부리
4418025024,Seongdong-ri,성동리
4418025025,Daecheon-ri,대천리
4418025026,Duryong-ri,두룡리
4418025027,Guryong-ri,구룡리
4418025028,Gwandang-ri,관당리
4418025029,Doksan-ri,독산리
4418025030,Sohwang-ri,소황리
4418025031,Hwanggyo-ri,황교리
4418025032,Jukcheong-ri,죽청리
4418025033,Nocheon-ri,노천리
4418031021,Boryeong-ri,보령리
4418031022,Magang-ri,마강리
4418031023,Bongdang-ri,봉당리
4418031024,Gwansan-ri,관산리
4418031025,Yeonji-ri,연지리
4418032021,Soseong-ri,소성리
4418032022,Yeongbo-ri,영보리
4418032023,Gyoseong-ri,교성리
4418032024,Galhyeon-ri,갈현리
4418032025,Opo-ri,오포리
4418032026,Hyojado-ri,효자도리
4418032027,Wonsando-ri,원산도리
4418032028,Sapsido-ri,삽시도리
4418032029,Nokdo-ri,녹도리
4418032030,Oeyeondo-ri,외연도리
4418033021,Haman-ri,하만리
4418033022,Hakseong-ri,학성리
4418033023,Saho-ri,사호리
4418033024,Jang-eun-ri,장은리
4418033025,Gungpo-ri,궁포리
4418033026,Nakdong-ri,낙동리
4418033027,Sindeok-ri,신덕리
4418033028,Sinjuk-ri,신죽리
4418034021,Jinjuk-ri,진죽리
4418034022,Sinsong-ri,신송리
4418034023,Jaejeong-ri,재정리
4418034024,Jungnim-ri,죽림리
4418034025,Seong-yeon-ri,성연리
4418034026,Jeongjeon-ri,정전리
4418034027,Yahyeon-ri,야현리
4418034028,Janggok-ri,장곡리
4418035021,Nawon-ri,나원리
4418035022,Soyang-ri,소양리
4418035023,Naehyeon-ri,내현리
4418035024,Uipyeong-ri,의평리
4418035025,Hyangcheon-ri,향천리
4418035026,Jangsan-ri,장산리
4418035027,Okgye-ri,옥계리
4418035028,Hwangnyong-ri,황룡리
4418035029,Janghyeon-ri,장현리
4418035030,Sinsan-ri,신산리
4418035031,Eumhyeon-ri,음현리
4418036021,Eumnae-ri,읍내리
4418036022,Okdong-ri,옥동리
4418036023,Changdong-ri,창동리
4418036024,Bongdeok-ri,봉덕리
4418036025,Jeseok-ri,제석리
4418036026,Samhyeon-ri,삼현리
4418036027,Sosong-ri,소송리
4418036028,Okseo-ri,옥서리
4418036029,Dalsan-ri,달산리
4418036030,Sinheung-ri,신흥리
4418036031,Yanghang-ri,양항리
4418036032,Yanggi-ri,양기리
4418036033,Woljeon-ri,월전리
4418038021,Geumam-ri,금암리
4418038022,Yaryong-ri,야룡리
4418038023,Juya-ri,주야리
4418038024,Sin-gu-ri,신구리
4418038025,Yugok-ri,유곡리
4418038026,Jeungsan-ri,증산리
4418038027,Chang-am-ri,창암리
4418038028,Hwapyeong-ri,화평리
4418038029,Dong-o-ri,동오리
4418038030,Samgok-ri,삼곡리
4418038031,Hwang-yul-ri,황율리
4418039021,Pyeongna-ri,평라리
4418039022,Dohwadam-ri,도화담리
4418039023,Punggye-ri,풍계리
4418039024,Yongsu-ri,용수리
4418039025,Neukjeon-ri,늑전리
4418039026,Doheung-ri,도흥리
4418039027,Bongseong-ri,봉성리
4418039028,Okhyeon-ri,옥현리
4418039029,Eunhyeon-ri,은현리
4418039030,Naepyeong-ri,내평리
4418039031,Samgye-ri,삼계리
4418039032,Daenong-ri,대농리
4418039033,Pungsan-ri,풍산리
4418039034,Namsim-ri,남심리
4418040021,Seongju-ri,성주리
4418040022,Gaehwa-ri,개화리
4418041021,Jugyo-ri,주교리
4418041022,Eunpo-ri,은포리
4418041023,Songhak-ri,송학리
4418041024,Gojeong-ri,고정리
4418041025,Gwanchang-ri,관창리
4418041026,Sindae-ri,신대리
4420025021,Sanyang-ri,산양리
4420025022,Gangcheong-ri,강청리
4420025023,Seowon-ri,서원리
4420025024,Jungbang-ri,중방리
4420025025,Yeomseong-ri,염성리
4420025026,Ssangjuk-ri,쌍죽리
4420025027,Dongjeong-ri,동정리
4420025028,Gokgyo-ri,곡교리
4420025029,Seokdu-ri,석두리
4420025030,Seokjeong-ri,석정리
4420025031,Banghyeon-ri,방현리
4420025032,Songgok-ri,송곡리
4420025033,Baegam-ri,백암리
4420025034,Daedong-ri,대동리
4420025321,Jung-ri,중리
4420025322,Sucheol-ri,수철리
4420025323,Sinheung-ri,신흥리
4420025324,Gongsu-ri,공수리
4420025325,Buksu-ri,북수리
4420025326,Hoeryong-ri,회룡리
4420025327,Sechul-ri,세출리
4420025328,Galmae-ri,갈매리
4420025329,Segyo-ri,세교리
4420025330,Hyudae-ri,휴대리
4420025331,Jangjae-ri,장재리
4420025332,Guryeong-ri,구령리
4420031021,Yeokchon-ri,역촌리
4420031022,Pyeongchon-ri,평촌리
4420031023,Oeam-ri,외암리
4420031024,Gangdang-ri,강당리
4420031025,Magok-ri,마곡리
4420031026,Gungpyeong-ri,궁평리
4420031027,Yugok-ri,유곡리
4420031028,Songhak-ri,송학리
4420031029,Jonggok-ri,종곡리
4420031030,Geosan-ri,거산리
4420031031,Gangjang-ri,강장리
4420031032,Sugok-ri,수곡리
4420031033,Donghwa-ri,동화리
4420033021,Yongdu-ri,용두리
4420033022,Myeong-am-ri,명암리
4420033023,Dongsan-ri,동산리
4420033024,Hosan-ri,호산리
4420033025,Maegok-ri,매곡리
4420033026,Galsan-ri,갈산리
4420035021,Samgeo-ri,삼거리
4420035022,Dongcheon-ri,동천리
4420035023,Sinsu-ri,신수리
4420035024,Sinjeong-ri,신정리
4420035025,Sanjeong-ri,산정리
4420035026,Wonnam-ri,원남리
4420035027,Sodong-ri,소동리
4420035028,Sinhyu-ri,신휴리
4420035029,Uisik-ri,의식리
4420035030,Ssang-am-ri,쌍암리
4420035031,Ssangnyong-ri,쌍룡리
4420035032,Wollang-ri,월랑리
4420035033,Sandong-ri,산동리
4420035034,Deokji-ri,덕지리
4420035035,Dong-am-ri,동암리
4420035036,Songchon-ri,송촌리
4420036021,Dunpo-ri,둔포리
4420036022,Songyong-ri,송용리
4420036023,Sipo-ri,시포리
4420036024,Sinbeop-ri,신법리
4420036025,Sinnam-ri,신남리
4420036026,Sinhang-ri,신항리
4420036027,Gwandae-ri,관대리
4420036028,Sanjeon-ri,산전리
4420036029,Sinyang-ri,신양리
4420036030,Bongjae-ri,봉재리
4420036031,Ungyo-ri,운교리
4420036032,Seokgok-ri,석곡리
4420036033,Unyong-ri,운용리
4420036034,Sinwang-ri,신왕리
4420036035,Yeomjak-ri,염작리
4420037021,Asan-ri,아산리
4420037022,Sangseong-ri,상성리
4420037023,Sinhyeon-ri,신현리
4420037024,Wolseon-ri,월선리
4420037025,Sinun-ri,신운리
4420037026,Baekseokpo-ri,백석포리
4420037027,Wau-ri,와우리
4420037028,Guseong-ri,구성리
4420037029,Changnyong-ri,창용리
4420037030,Sinbong-ri,신봉리
4420037031,Seongnae-ri,성내리
4420037032,Sinhwa-ri,신화리
4420037033,Yeok-ri,역리
4420038021,Gongse-ri,공세리
4420038022,Mowon-ri,모원리
4420038023,Sinseong-ri,신성리
4420038024,Geolmae-ri,걸매리
4420038025,Mildu-ri,밀두리
4420038026,Munbang-ri,문방리
4420038027,Daeeum-ri,대음리
4420038028,Geumseong-ri,금성리
4420038029,Haeam-ri,해암리
4420038030,Doheung-ri,도흥리
4420038031,Gwanam-ri,관암리
4420038032,Naengjeong-ri,냉정리
4420039021,Gundeok-ri,군덕리
4420039022,Donpo-ri,돈포리
4420039023,Sindeok-ri,신덕리
4420039024,Daejeong-ri,대정리
4420039025,Janggot-ri,장곳리
4420039026,Sinseong-ri,신성리
4420039027,Juksan-ri,죽산리
4420039028,Sindong-ri,신동리
4420039029,Seonchang-ri,선창리
4420039030,Daeheung-ri,대흥리
4420039031,Honggot-ri,홍곳리
4420039032,Gasan-ri,가산리
4420039033,Sinmun-ri,신문리
4420039034,Gungpyeong-ri,궁평리
4420039035,Chaesineon-ri,채신언리
4420040021,Sineon-ri,신언리
4420040022,Bongnong-ri,봉농리
4420040023,Hyoja-ri,효자리
4420040024,Geumsan-ri,금산리
4420040025,Sijeon-ri,시전리
4420040026,Sinyu-ri,신유리
4420040027,Dosan-ri,도산리
4420040028,Hwacheon-ri,화천리
4420040029,Nong-eun-ri,농은리
4420040030,Oam-ri,오암리
4420040031,Deogam-ri,덕암리
4420040032,Seokdang-ri,석당리
4420040033,Hyangsan-ri,향산리
4420040034,Wasan-ri,와산리
4420040035,Sintong-ri,신통리
4420040036,Gigok-ri,기곡리
4420041021,Omok-ri,오목리
4420041022,Eumnae-ri,읍내리
4420041023,Chang-am-ri,창암리
4420041024,Hwangsan-ri,황산리
4420041025,Haengmok-ri,행목리
4420041026,Sujang-ri,수장리
4420041027,Sindal-ri,신달리
4420041028,Namseong-ri,남성리
4420041029,Gunghwa-ri,궁화리
4420041030,Gadeok-ri,가덕리
4420041031,Sin-gok-ri,신곡리
4420041032,Ganae-ri,가내리
4421025021,Daesan-ri,대산리
4421025022,Daero-ri,대로리
4421025023,Ungdo-ri,웅도리
4421025024,Oji-ri,오지리
4421025025,Gieun-ri,기은리
4421025027,Daejuk-ri,대죽리
4421025028,Hwagok-ri,화곡리
4421025029,Unsan-ri,운산리
4421025030,Yeongtap-ri,영탑리
4421025031,Dokgot-ri,독곶리
4421031021,Dundang-ri,둔당리
4421031022,Yadang-ri,야당리
4421031023,Mowol-ri,모월리
4421031024,Sandong-ri,산동리
4421031025,Aejeong-ri,애정리
4421031026,Namjeong-ri,남정리
4421031027,Hwasu-ri,화수리
4421031028,Cha-ri,차리
4421031029,Seong-ri,성리
4421031030,Pungjeon-ri,풍전리
4421032021,Gasa-ri,가사리
4421032022,Gangsu-ri,강수리
4421032023,Songsi-ri,송시리
4421032024,Wolgye-ri,월계리
4421032025,Galma-ri,갈마리
4421032026,Chwipyeong-ri,취평리
4421032027,Daedu-ri,대두리
4421032028,Bongnak-ri,봉락리
4421032029,Jisan-ri,지산리
4421032030,Chiljeon-ri,칠전리
4421032031,Gangdang-ri,강당리
4421032032,Maryong-ri,마룡리
4421032033,Chang-ri,창리
4421032034,Ganwoldo-ri,간월도리
4421033021,Geumhak-ri,금학리
4421033022,Yanggil-ri,양길리
4421033023,Daehwang-ri,대황리
4421033024,Heukseok-ri,흑석리
4421033025,Gopado-ri,고파도리
4421033026,Ho-ri,호리
4421033027,Deoksong-ri,덕송리
4421033028,Eosong-ri,어송리
4421033029,Jinjang-ri,진장리
4421034021,Hwacheon-ri,화천리
4421034022,Sanseong-ri,산성리
4421034023,Janghyeon-ri,장현리
4421034024,Yeonhwa-ri,연화리
4421034025,Jung-wang-ri,중왕리
4421034026,Doseong-ri,도성리
4421034027,Daeyo-ri,대요리
4421034028,Hwanseong-ri,환성리
4421034029,Mujang-ri,무장리
4421036021,Ilram-ri,일람리
4421036022,Gonam-ri,고남리
4421036023,Osa-ri,오사리
4421036024,Wangjeong-ri,왕정리
4421036025,Pyeong-ri,평리
4421036026,Galhyeon-ri,갈현리
4421036027,Myeongcheon-ri,명천리
4421036028,Yedeok-ri,예덕리
4421036029,Haeseong-ri,해성리
4421037021,Dodang-ri,도당리
4421037022,Tapgok-ri,탑곡리
4421037023,Munyang-ri,문양리
4421037024,Yulmok-ri,율목리
4421037025,Busan-ri,부산리
4421037026,Sanghong-ri,상홍리
4421037027,Sinjang-ri,신장리
4421037028,Yugye-ri,유계리
4421037029,Seong-am-ri,성암리
4421037030,Bujang-ri,부장리
4421038021,Sinchang-ri,신창리
4421038022,Yonghyeon-ri,용현리
4421038023,Taebong-ri,태봉리
4421038024,Gopung-ri,고풍리
4421038025,Wonpyeong-ri,원평리
4421038026,Wau-ri,와우리
4421038027,Paljung-ri,팔중리
4421038028,Gosan-ri,고산리
4421038029,Supyeong-ri,수평리
4421038030,Sudang-ri,수당리
4421038031,Anho-ri,안호리
4421038032,Yongjang-ri,용장리
4421038033,Galsan-ri,갈산리
4421038034,Yeomi-ri,여미리
4421038035,Gajwa-ri,가좌리
4421038036,Sojung-ri,소중리
4421038037,Sangseong-ri,상성리
4421038038,Wonbeol-ri,원벌리
4421038039,Geoseong-ri,거성리
4421039021,Eumnae-ri,읍내리
4421039022,Hyuam-ri,휴암리
4421039023,Daegok-ri,대곡리
4421039024,Sansu-ri,산수리
4421039025,Hwangnak-ri,황락리
4421039026,Ohak-ri,오학리
4421039027,Samsong-ri,삼송리
4421039028,Gwanyu-ri,관유리
4421039029,Hongcheon-ri,홍천리
4421039030,Dong-am-ri,동암리
4421039031,Banyang-ri,반양리
4421039032,Ungsoseong-ri,웅소성리
4421039033,Gwimil-ri,귀밀리
4421039034,Eokdae-ri,억대리
4421039035,Jeoncheon-ri,전천리
4421039036,Eungpyeong-ri,응평리
4421039037,Yangnim-ri,양림리
4421039038,Giji-ri,기지리
4421039039,Eonam-ri,언암리
4421039040,Seokpo-ri,석포리
4421039041,Jeoseong-ri,저성리
4421039042,Josan-ri,조산리
4421040021,Gagu-ri,가구리
4421040022,Sinsong-ri,신송리
4421040023,Jang-yo-ri,장요리
4421040024,Chorok-ri,초록리
4421040025,Yongam-ri,용암리
4421040026,Sinsang-ri,신상리
4421040027,Sinjeong-ri,신정리
4421040028,Namjeong-ri,남정리
4421040029,Gipo-ri,기포리
4421040030,Yangcheon-ri,양천리
4421040031,Jeongja-ri,정자리
4421040032,Bongsaeng-ri,봉생리
4421040033,Sagi-ri,사기리
4423025021,Namgyo-ri,남교리
4423025022,Dongheung-ri,동흥리
4423025023,Bugok-ri,북옥리
4423025024,Seochang-ri,서창리
4423025025,Honggyo-ri,홍교리
4423025026,Jung-ang-ri,중앙리
4423025027,Yeomcheon-ri,염천리
4423025028,Taepyeong-ri,태평리
4423025029,Daeheung-ri,대흥리
4423025030,Hwangsan-ri,황산리
4423025031,Chaesan-ri,채산리
4423025032,Sanyang-ri,산양리
4423025033,Chae-un-ri,채운리
4423025321,Masan-ri,마산리
4423025322,Jukpyeong-ri,죽평리
4423025323,Geumgok-ri,금곡리
4423025324,Dongsan-ri,동산리
4423025325,Jukbon-ri,죽본리
4423025326,Soryong-ri,소룡리
4423025327,Yangji-ri,양지리
4423025328,Majeon-ri,마전리
4423025329,Gonae-ri,고내리
4423025330,Hwanghwajeong-ri,황화정리
4423025331,Ansim-ri,안심리
4423025332,Sinhwa-ri,신화리
4423025333,Bongdong-ri,봉동리
4423031021,Samsan-ri,삼산리
4423031022,Wolseong-ri,월성리
4423031023,Byeongchon-ri,병촌리
4423031024,Gaecheok-ri,개척리
4423031025,Ugon-ri,우곤리
4423031026,Wonnam-ri,원남리
4423031027,Wonbuk-ri,원북리
4423031028,Jeongji-ri,정지리
4423031029,Wonbong-ri,원봉리
4423031030,Hwajeong-ri,화정리
4423031031,Samho-ri,삼호리
4423032021,Sindang-ri,신당리
4423032022,Jung-ri,중리
4423032023,Deugyun-ri,득윤리
4423032024,Galsan-ri,갈산리
4423032025,Gwang-ri,광리
4423032026,Isa-ri,이사리
4423032027,Sandong-ri,산동리
4423032028,Cheondong-ri,천동리
4423032029,Wangjeon-ri,왕전리
4423032030,Hang-wol-ri,항월리
4423032031,Sawol-ri,사월리
4423032032,Yul-ri,율리
4423032033,Ogang-ri,오강리
4423033021,Eumnae-ri,읍내리
4423033022,Dusa-ri,두사리
4423033023,Songdang-ri,송당리
4423033024,Gyochon-ri,교촌리
4423033025,Hado-ri,하도리
4423033026,Jungnim-ri,죽림리
4423033027,Byeongsa-ri,병사리
4423033028,Gagok-ri,가곡리
4423033029,Janggu-ri,장구리
4423033030,Hyojuk-ri,효죽리
4423033031,Hoam-ri,호암리
4423033032,Noti-ri,노티리
4423033033,Guam-ri,구암리
4423033034,Hwagok-ri,화곡리
4423034021,Sinchung-ri,신충리
4423034022,Sanseong-ri,산성리
4423034023,Woro-ri,월오리
4423034024,Jigyeong-ri,지경리
4423034025,Seokjong-ri,석종리
4423034026,Sangdo-ri,상도리
4423034027,Daemyeong-ri,대명리
4423034028,Dae-u-ri,대우리
4423034029,Daechon-ri,대촌리
4423034030,Hakdang-ri,학당리
4423034031,Jugok-ri,주곡리
4423034032,Hancheon-ri,한천리
4423034033,Sukjin-ri,숙진리
4423035021,Magupyeong-ri,마구평리
4423035022,Deokpyeong-ri,덕평리
4423035023,Buhwang-ri,부황리
4423035024,Oeseong-ri,외성리
4423035025,Gamgok-ri,감곡리
4423035026,Chunggok-ri,충곡리
4423035027,Sinpung-ri,신풍리
4423035028,Ancheon-ri,안천리
4423035029,Tapjeong-ri,탑정리
4423035030,Sin-gyo-ri,신교리
4423035031,Bansong-ri,반송리
4423035032,Aho-ri,아호리
4423035033,Bu-in-ri,부인리
4423035034,Wangdeok-ri,왕덕리
4423036021,Yeonsan-ri,연산리
4423036022,Hwaak-ri,화악리
4423036023,Cheonho-ri,천호리
4423036024,Songjeong-ri,송정리
4423036025,Sinam-ri,신암리
4423036026,Cheongdong-ri,청동리
4423036027,Gojeong-ri,고정리
4423036028,Hanjeon-ri,한전리
4423036029,Im-ri,임리
4423036030,Gwandong-ri,관동리
4423036031,Goyang-ri,고양리
4423036032,Pyojeong-ri,표정리
4423036033,Deogam-ri,덕암리
4423036034,Jangjeon-ri,장전리
4423036035,Baekseok-ri,백석리
4423036036,Eoeun-ri,어은리
4423036037,Sapo-ri,사포리
4423036038,Songsan-ri,송산리
4423036039,Osan-ri,오산리
4423036040,Sinyang-ri,신양리
4423038021,Hansamcheon-ri,한삼천리
4423038022,Deongmok-ri,덕목리
4423038023,Sajeong-ri,사정리
4423038024,Daedeok-ri,대덕리
4423038025,Geomcheon-ri,검천리
4423038026,Deokgok-ri,덕곡리
4423038027,Surak-ri,수락리
4423038028,Dosan-ri,도산리
4423038029,Manmok-ri,만목리
4423038030,Eogok-ri,어곡리
4423038031,Jodong-ri,조동리
4423038032,Joryeong-ri,조령리
4423038033,Sinyang-ri,신양리
4423038034,Yangsan-ri,양산리
4423039021,Incheon-ri,인천리
4423039022,Dopyeong-ri,도평리
4423039023,Imhwa-ri,임화리
4423039024,Yangchon-ri,양촌리
4423039025,Sin-gi-ri,신기리
4423039026,Osan-ri,오산리
4423039027,Chaegwang-ri,채광리
4423039028,Namsan-ri,남산리
4423039029,Banam-ri,반암리
4423039030,Sanjik-ri,산직리
4423039031,Mochon-ri,모촌리
4423039032,Sinheung-ri,신흥리
4423039033,Geosa-ri,거사리
4423039034,Ban-gok-ri,반곡리
4423039035,Myeong-am-ri,명암리
4423039036,Seokseo-ri,석서리
4423039037,Jungsan-ri,중산리
4423040021,Yukgok-ri,육곡리
4423040022,Gangcheong-ri,강청리
4423040023,Mokgok-ri,목곡리
4423040024,Hamjeok-ri,함적리
4423040025,Sanno-ri,산노리
4423040026,Byeongam-ri,병암리
4423040027,Jojeong-ri,조정리
4423040028,Deung-ri,등리
4423040029,Jongyeon-ri,종연리
4423040030,Duwol-ri,두월리
4423040031,Yachon-ri,야촌리
4423040032,Wangam-ri,왕암리
4423040033,Samjeon-ri,삼전리
4423040034,Yangchon-ri,양촌리
4423041021,Yeonseo-ri,연서리
4423041022,Bangchuk-ri,방축리
4423041023,Toyang-ri,토양리
4423041024,Simyo-ri,시묘리
4423041025,Yongsan-ri,용산리
4423041026,Gyochon-ri,교촌리
4423041027,Waya-ri,와야리
4423041028,Namsan-ri,남산리
4423041029,Seongdeok-ri,성덕리
4423041030,Seongpyeong-ri,성평리
4423042021,Hwasan-ri,화산리
4423042022,Yonghwa-ri,용화리
4423042023,Ugi-ri,우기리
4423042024,Simam-ri,심암리
4423042025,Hwajeong-ri,화정리
4423042026,Samgeo-ri,삼거리
4423042027,Janghwa-ri,장화리
4423042028,Yahwa-ri,야화리
4425031021,Dugye-ri,두계리
4425031022,Wangdae-ri,왕대리
4425031023,Ibam-ri,입암리
4425031024,Nongso-ri,농소리
4425031521,Eomsa-ri,엄사리
4425031522,Yudong-ri,유동리
4425031523,Gwangseok-ri,광석리
4425031524,Dogok-ri,도곡리
4425031525,Hyanghan-ri,향한리
4425033021,Namseon-ri,남선리
4425033022,Jeongjang-ri,정장리
4425033023,Bunam-ri,부남리
4425033024,Seokgye-ri,석계리
4425033025,Yongdong-ri,용동리
4427025021,Unsan-ri,운산리
4427025022,Dogok-ri,도곡리
4427025023,Soso-ri,소소리
4427025024,Seogu-ri,석우리
4427025025,Seongdong-ri,성동리
4427025026,Daehapdeok-ri,대합덕리
4427025027,Daejeon-ri,대전리
4427025028,Do-ri,도리
4427025029,Sin-ri,신리
4427025030,Okgeum-ri,옥금리
4427025031,Hapdeok-ri,합덕리
4427025032,Jeomwon-ri,점원리
4427025033,Sinheung-ri,신흥리
4427025034,Sinseok-ri,신석리
4427025321,Gijisi-ri,기지시리
4427025322,Gagyo-ri,가교리
4427025323,Banggye-ri,방계리
4427025324,Bondang-ri,본당리
4427025325,Cheonggeum-ri,청금리
4427025326,Bonggyo-ri,봉교리
4427025327,Gwangmyeong-ri,광명리
4427025328,Banchon-ri,반촌리
4427025329,Yeongcheon-ri,영천리
4427025330,Geumgok-ri,금곡리
4427025331,Jeondae-ri,전대리
4427025332,Dowon-ri,도원리
4427025333,Bogun-ri,복운리
4427025334,Jungheung-ri,중흥리
4427025335,Ogok-ri,오곡리
4427025336,Bugok-ri,부곡리
4427025337,Hanjin-ri,한진리
4427025338,Godae-ri,고대리
4427025339,Wolgok-ri,월곡리
4427025340,Jeonggok-ri,정곡리
4427025341,Seokpo-ri,석포리
4427025342,Gahak-ri,가학리
4427031021,Yongdu-ri,용두리
4427031022,Seulhang-ri,슬항리
4427031023,Daechon-ri,대촌리
4427031024,Janghang-ri,장항리
4427031025,Seongsan-ri,성산리
4427031026,Dangjinpo-ri,당진포리
4427031027,Okhyeon-ri,옥현리
4427031028,Hanggok-ri,항곡리
4427031029,Jin-gwan-ri,진관리
4427032021,Tongjeong-ri,통정리
4427032022,Samhwa-ri,삼화리
4427032023,Sambong-ri,삼봉리
4427032024,Janggohang-ri,장고항리
4427032025,Gyoro-ri,교로리
4427032026,Nanjido-ri,난지도리
4427032027,Chorakdo-ri,초락도리
4427033021,Jogeum-ri,조금리
4427033022,Saseong-ri,사성리
4427033023,Jeokseo-ri,적서리
4427033024,Doi-ri,도이리
4427033025,Dusan-ri,두산리
4427033026,Jangjeong-ri,장정리
4427033027,Majung-ri,마중리
4427033028,Songjeon-ri,송전리
4427033029,Chulpo-ri,출포리
4427034021,Cheonui-ri,천의리
4427034022,Seungsan-ri,승산리
4427034023,Daejo-ri,대조리
4427034024,Dosan-ri,도산리
4427034025,Maebang-ri,매방리
4427034026,Usan-ri,우산리
4427034027,Haseong-ri,하성리
4427034028,Sanseong-ri,산성리
4427034029,Deoksam-ri,덕삼리
4427034030,Bongseong-ri,봉성리
4427034031,Sudang-ri,수당리
4427034032,Sagwan-ri,사관리
4427034033,Dae-unsan-ri,대운산리
4427034034,Deongma-ri,덕마리
4427034035,Sinsi-ri,신시리
4427034036,Mopyeong-ri,모평리
4427034037,Bongsaeng-ri,봉생리
4427035021,Seongsang-ri,성상리
4427035022,Seongha-ri,성하리
4427035023,Wondong-ri,원동리
4427035024,Munbong-ri,문봉리
4427035025,Jagae-ri,자개리
